0,000	0,000
0,304	36,331
0,609	50,519
0,913	48,206
1,217	56,956
1,521	60,331
1,826	45,269
2,130	51,893
2,434	57,894
2,739	41,831
3,043	52,081
3,347	55,581
3,651	62,206
3,956	56,019
4,260	50,456
4,564	45,893
4,868	60,769
5,173	47,331
5,477	59,394
5,781	63,081
6,086	44,081
6,390	47,206
6,694	56,144
6,998	56,456
7,303	38,331
7,607	55,081
7,911	60,519
8,216	43,644
8,520	59,143
8,824	53,456
9,128	63,644
9,433	40,894
9,737	55,519
10,041	44,019
10,346	50,456
10,650	43,393
10,954	57,769
11,258	46,831
11,563	46,456
11,867	48,768
12,171	50,269
12,475	55,769
12,780	43,081
13,084	52,394
13,388	46,456
13,693	63,581
13,997	61,269
14,301	50,081
14,605	54,956
14,910	56,706
15,214	62,331
15,518	40,081
15,823	59,706
16,127	53,394
16,431	50,081
16,735	49,144
17,040	64,331
17,344	42,518
17,648	42,269
17,953	45,644
18,257	54,769
18,561	45,831
0,000	60,769
