0,000	0,000
0,356	60,812
0,711	54,750
1,067	42,750
1,422	47,125
1,778	45,562
2,134	57,187
2,489	62,437
2,845	41,125
3,200	51,187
3,556	43,875
3,912	59,687
4,267	50,750
4,623	49,875
4,979	58,125
5,334	46,750
5,690	41,875
6,045	44,312
6,401	34,062
6,757	41,437
7,112	53,437
7,468	57,687
7,823	49,875
8,179	52,250
8,535	60,062
8,890	48,125
9,246	51,750
9,601	59,625
9,957	52,750
10,313	47,375
10,668	57,687
11,024	33,937
11,380	51,625
11,735	49,062
12,091	46,250
12,446	37,375
12,802	58,250
13,158	48,562
13,513	41,875
13,869	60,875
14,224	50,750
14,580	37,437
14,936	44,437
15,291	41,812
15,647	53,000
16,002	47,562
16,358	53,625
16,714	51,437
17,069	44,125
17,425	67,437
17,781	57,750
18,136	46,687
18,492	54,000
18,847	57,312
19,203	50,937
19,559	45,687
19,914	48,812
20,270	56,375
20,625	49,000
20,981	39,625
21,337	47,937
21,692	42,937
22,048	44,125
22,403	51,875
22,759	44,000
0,000	54,250
