0,000	0,000
0,512	0,529
1,023	0,529
1,535	0,529
2,047	0,529
2,559	0,529
3,070	0,529
3,582	0,529
4,094	0,529
4,606	0,529
5,117	0,529
5,629	0,529
6,141	0,529
6,653	0,529
7,164	0,529
7,676	0,529
8,188	0,529
8,699	0,529
9,211	0,529
9,723	0,529
10,235	0,529
10,746	0,529
11,258	0,529
11,770	0,529
12,282	0,529
12,793	0,529
13,305	0,529
13,817	0,529
14,329	0,529
14,840	0,529
15,352	0,529
15,864	0,529
16,375	0,529
16,887	0,529
17,399	0,529
17,911	0,529
18,422	0,529
18,934	0,529
19,446	0,529
19,958	0,529
20,469	0,529
20,981	0,529
21,493	0,529
22,004	0,529
22,516	0,529
23,028	0,529
23,540	0,529
24,051	0,529
24,563	0,529
25,075	0,529
25,587	0,529
26,098	0,529
26,610	0,529
27,122	0,529
27,634	0,529
28,145	0,529
28,657	0,529
29,169	0,529
29,680	0,529
30,192	0,529
30,704	0,529
31,216	0,529
31,727	0,529
32,239	0,529
32,751	0,529
33,263	0,529
33,774	0,529
34,286	0,529
34,798	0,529
