0,000	0,000
0,489	1,048
0,978	1,073
1,466	1,073
1,955	1,063
2,444	1,092
2,933	0,986
3,422	1,125
3,910	1,103
4,399	1,009
4,888	0,993
5,377	1,044
5,865	1,028
6,354	1,112
6,843	1,089
7,332	1,110
7,821	1,117
8,309	0,963
8,798	1,069
9,287	1,054
9,776	1,041
10,265	1,038
10,753	1,046
11,242	1,194
11,731	1,086
12,220	1,045
12,708	1,096
13,197	0,995
13,686	1,026
14,175	1,059
14,664	1,054
15,152	1,051
15,641	1,045
16,130	1,065
16,619	1,081
17,108	1,009
17,596	1,022
18,085	1,052
18,574	1,092
19,063	0,998
19,551	1,067
20,040	1,061
20,529	1,155
21,018	1,052
21,507	1,022
21,995	0,970
22,484	1,057
22,973	1,100
23,462	1,126
23,951	1,013
24,439	1,018
24,928	1,062
25,417	1,027
25,906	1,017
26,394	0,951
26,883	0,954
27,372	1,077
27,861	1,025
