0,000	0,000
0,508	47,971
1,016	46,518
1,525	52,237
2,033	47,987
2,541	50,409
3,049	56,690
3,557	48,581
4,066	59,237
4,574	47,831
5,082	51,815
5,590	50,081
6,098	52,425
6,607	52,612
7,115	50,081
7,623	52,331
8,131	52,565
8,639	49,003
9,148	49,362
9,656	56,034
10,164	57,237
10,672	50,768
11,180	50,159
11,689	51,331
12,197	47,018
12,705	53,597
13,213	47,550
13,721	49,800
14,230	54,268
14,738	51,925
15,246	54,503
15,754	53,956
16,262	52,471
16,771	49,815
17,279	44,518
17,787	57,456
18,295	49,768
18,803	55,831
0,000	49,471
