0,000	0,000
0,469	0,975
0,939	1,154
1,408	1,090
1,878	1,018
2,347	1,193
2,817	1,046
3,286	1,018
3,755	1,108
4,225	1,133
4,694	1,063
5,164	1,033
5,633	1,017
6,103	1,007
6,572	1,064
7,041	0,942
7,511	1,051
7,980	1,037
8,450	0,953
8,919	1,015
9,389	1,039
9,858	1,078
10,327	1,002
10,797	1,008
11,266	1,014
11,736	1,153
12,205	1,042
12,675	1,063
13,144	1,007
13,614	1,077
14,083	1,054
14,552	1,021
15,022	1,006
15,491	1,006
15,961	1,073
16,430	1,012
16,900	1,131
17,369	1,023
17,838	1,059
18,308	0,981
18,777	1,156
19,247	1,058
19,716	1,069
20,186	1,089
20,655	1,138
21,124	1,035
