0,000	0,000
0,350	53,644
0,700	59,394
1,050	49,706
1,400	53,706
1,750	29,456
2,100	52,769
2,450	47,831
2,801	67,956
3,151	43,831
3,501	57,269
3,851	57,206
4,201	50,019
4,551	48,081
4,901	45,706
5,251	48,894
5,601	55,081
5,951	56,706
6,301	42,394
6,651	44,644
7,001	46,081
7,351	66,706
7,701	51,831
8,052	39,519
8,402	54,831
8,752	57,519
9,102	57,019
9,452	54,769
9,802	43,019
10,152	40,269
10,502	48,206
10,852	54,081
11,202	62,394
11,552	37,456
11,902	47,831
12,252	47,394
12,602	48,644
12,952	54,144
13,302	51,581
13,653	62,519
14,003	39,956
14,353	48,706
14,703	41,269
15,053	59,519
15,403	56,644
15,753	57,769
16,103	44,206
16,453	42,456
16,803	50,456
17,153	50,206
17,503	46,581
17,853	44,519
18,203	35,581
18,553	51,269
18,904	43,581
19,254	59,081
19,604	54,144
19,954	40,081
20,304	52,644
20,654	43,331
21,004	51,769
0,000	60,956
