0,000	0,000
0,470	1,003
0,941	1,000
1,411	1,075
1,882	1,098
2,352	1,136
2,823	1,094
3,293	1,042
3,764	1,080
4,234	1,091
4,704	1,057
5,175	1,044
5,645	1,000
6,116	1,196
6,586	1,098
7,057	1,105
7,527	1,042
7,997	1,078
8,468	1,080
8,938	1,029
9,409	1,051
9,879	1,038
10,350	1,074
10,820	1,014
11,291	1,065
11,761	1,030
12,231	0,993
12,702	1,072
13,172	1,061
13,643	1,114
14,113	0,974
14,584	1,126
15,054	1,090
15,525	1,008
15,995	1,040
16,465	1,030
16,936	0,988
17,406	1,014
17,877	1,022
18,347	0,995
18,818	1,028
19,288	0,951
19,759	1,055
20,229	1,097
20,699	1,091
21,170	0,995
21,640	1,081
22,111	0,981
22,581	1,090
23,052	1,037
23,522	1,014
23,992	1,119
24,463	1,085
24,933	1,036
25,404	1,067
25,874	1,051
26,345	1,019
26,815	1,092
27,286	1,049
27,756	1,088
28,226	1,133
28,697	1,126
29,167	1,018
29,638	1,080
30,108	1,033
30,579	1,050
31,049	0,990
31,520	1,092
31,990	1,158
32,460	1,049
32,931	1,085
33,401	1,097
