0,000	0,000
0,351	54,925
0,702	54,909
1,052	53,550
1,403	50,659
1,754	47,628
2,105	40,831
2,455	48,300
2,806	44,737
3,157	51,097
3,508	53,394
3,859	54,394
4,209	55,815
4,560	55,175
4,911	54,972
5,262	44,300
5,612	54,269
5,963	53,425
6,314	45,753
6,665	55,456
7,016	48,737
7,366	55,003
7,717	53,159
8,068	48,831
8,419	53,894
8,769	50,675
9,120	48,362
9,471	53,597
9,822	44,159
10,173	53,769
10,523	50,925
10,874	50,190
11,225	49,581
11,576	49,378
11,926	51,925
12,277	46,581
12,628	54,628
12,979	57,378
13,330	56,315
13,680	52,815
14,031	50,737
14,382	51,190
14,733	50,300
15,083	51,675
15,434	49,331
15,785	54,331
16,136	51,347
16,487	52,456
16,837	49,034
17,188	50,769
17,539	52,847
17,890	50,847
18,240	51,456
18,591	57,909
18,942	50,065
19,293	53,534
19,644	49,362
19,994	49,081
20,345	49,550
20,696	51,050
21,047	51,440
21,397	46,409
21,748	56,019
22,099	52,378
22,450	48,050
22,801	52,097
23,151	58,144
23,502	54,378
23,853	56,956
24,204	52,472
24,554	48,394
24,905	50,456
25,256	46,253
25,607	48,847
25,958	58,472
26,308	57,175
26,659	51,362
27,010	54,222
27,361	58,112
27,712	48,081
28,062	47,753
28,413	55,378
28,764	48,519
29,115	53,534
29,465	51,753
29,816	54,940
30,167	43,128
30,518	52,347
30,869	55,315
31,219	54,065
31,570	50,269
31,921	48,222
32,272	51,972
32,622	50,972
32,973	55,440
33,324	54,253
33,675	49,222
34,026	50,550
34,376	50,519
34,727	45,628
35,078	50,784
35,429	48,956
35,779	NaN
36,130	51,800
36,481	53,284
36,832	53,878
37,183	47,144
37,533	49,972
37,884	49,409
38,235	47,487
38,586	49,144
38,936	51,081
39,287	49,847
39,638	47,675
39,989	53,644
40,340	55,659
40,690	53,081
41,041	51,378
0,000	51,519
