0,000	0,000
0,501	1,016
1,002	1,047
1,503	1,007
2,005	0,975
2,506	1,114
3,007	1,019
3,508	1,070
4,009	1,027
4,510	0,950
5,012	1,084
5,513	1,111
6,014	1,102
6,515	0,997
7,016	0,991
7,517	1,004
8,018	1,140
8,520	1,004
9,021	1,168
9,522	1,002
10,023	1,095
10,524	1,101
11,025	1,102
11,527	1,002
12,028	1,135
12,529	1,142
13,030	1,130
13,531	1,061
14,032	0,981
14,533	1,097
15,035	1,135
15,536	1,005
16,037	1,029
16,538	1,039
17,039	1,036
17,540	1,115
18,042	0,962
18,543	1,104
19,044	1,036
19,545	1,208
20,046	1,036
20,547	1,090
21,049	1,047
21,550	1,062
22,051	1,069
22,552	1,002
23,053	1,133
23,554	1,091
24,055	0,974
24,557	1,044
25,058	1,054
25,559	0,995
26,060	1,042
26,561	0,990
27,062	1,067
27,564	0,976
28,065	1,008
28,566	0,983
29,067	1,033
29,568	1,108
30,069	1,034
30,570	1,167
31,072	1,081
