0,000	0,000
0,632	1,132
1,265	1,094
1,897	1,088
2,529	1,068
3,161	1,025
3,794	1,120
4,426	1,027
5,058	1,027
5,690	1,076
6,323	0,998
6,955	1,120
7,587	1,081
8,219	1,038
8,852	1,000
9,484	1,068
10,116	1,138
10,748	0,991
11,381	1,156
12,013	1,022
12,645	1,079
13,277	1,030
13,910	1,092
14,542	1,056
15,174	1,044
15,806	1,038
16,439	1,029
17,071	1,123
17,703	1,077
18,335	1,001
18,968	1,003
19,600	1,079
20,232	1,056
20,864	1,100
21,497	1,024
22,129	1,046
22,761	0,988
23,393	1,068
24,026	1,043
24,658	1,065
25,290	1,110
25,922	1,065
26,555	1,078
27,187	1,111
27,819	1,040
28,451	1,034
29,084	1,067
29,716	1,119
30,348	0,990
30,980	1,087
31,613	1,003
32,245	1,040
32,877	0,999
33,509	1,093
34,142	0,999
34,774	1,019
35,406	1,021
36,038	1,017
36,671	1,048
37,303	1,023
37,935	1,039
38,567	1,074
39,200	1,058
39,832	1,114
40,464	1,030
41,097	1,112
41,729	1,010
42,361	1,069
42,993	1,086
43,626	0,998
44,258	1,048
44,890	1,108
45,522	1,017
46,155	1,086
46,787	1,028
47,419	1,013
48,051	1,050
48,684	1,021
49,316	1,047
49,948	1,123
50,580	1,018
51,213	1,013
51,845	1,020
52,477	1,110
53,109	1,110
53,742	1,093
54,374	0,997
55,006	1,031
55,638	1,064
