0,000	0,000
0,292	58,831
0,583	54,269
0,875	57,331
1,167	49,394
1,458	52,206
1,750	54,581
2,042	52,519
2,333	53,206
2,625	54,456
2,916	51,144
3,208	51,706
3,500	52,394
3,791	39,519
4,083	70,581
4,375	50,706
4,666	49,769
4,958	51,144
5,250	49,206
5,541	60,206
5,833	59,081
6,125	53,831
6,416	40,581
6,708	65,706
7,000	45,956
7,291	59,269
7,583	40,269
7,874	39,706
8,166	56,144
8,458	50,456
8,749	48,019
9,041	52,894
9,333	59,456
9,624	48,769
9,916	62,019
10,208	44,644
10,499	57,956
10,791	41,581
11,083	51,331
0,000	62,643
