0,000	0,000
0,491	51,534
0,982	52,440
1,473	51,753
1,964	53,753
2,455	51,768
2,946	53,128
3,437	55,862
3,928	49,112
4,419	47,768
4,910	46,596
5,401	53,706
5,892	49,784
6,383	43,846
6,874	53,206
7,365	44,909
7,856	51,581
8,347	54,471
8,838	51,206
9,329	50,112
9,820	52,065
10,310	49,253
10,801	55,550
11,292	44,315
11,783	49,800
12,274	47,440
12,765	58,003
13,256	57,518
13,747	46,784
14,238	49,612
14,729	49,268
15,220	52,425
15,711	50,487
16,202	48,440
16,693	54,159
17,184	54,315
17,675	50,987
18,166	46,081
18,657	51,909
19,148	51,300
19,639	47,971
20,130	56,175
20,621	49,096
21,112	51,315
0,000	45,659
