0,000	0,000
0,512	50,018
1,024	47,800
1,537	50,815
2,049	54,909
2,561	43,800
3,073	57,425
3,586	54,534
4,098	46,081
4,610	50,143
5,122	47,096
5,635	50,206
6,147	53,440
6,659	47,190
7,171	46,737
7,683	53,159
8,196	58,409
8,708	51,128
9,220	51,112
9,732	48,003
10,245	54,518
10,757	55,659
11,269	53,237
11,781	45,721
12,294	49,878
12,806	47,846
13,318	49,800
13,830	53,643
14,343	45,878
14,855	43,659
15,367	43,940
15,879	52,315
16,391	53,393
16,904	50,331
17,416	56,909
17,928	53,018
18,440	55,612
18,953	48,362
19,465	47,440
19,977	54,768
20,489	44,471
21,002	54,315
21,514	47,378
22,026	45,300
22,538	48,050
23,050	47,268
23,563	51,596
24,075	48,893
24,587	53,268
25,099	50,753
25,612	47,550
26,124	48,003
26,636	54,550
27,148	57,206
27,661	50,175
28,173	47,518
28,685	49,971
29,197	50,893
29,709	40,815
30,222	48,784
30,734	51,190
31,246	56,346
31,758	50,878
32,271	51,753
32,783	54,159
33,295	49,706
33,807	46,706
0,000	50,034
