0,000	0,000
0,959	54,019
1,918	64,019
2,878	62,019
3,837	56,081
4,796	42,769
5,755	62,144
6,715	59,394
7,674	58,519
8,633	54,644
9,592	47,581
10,551	61,519
11,511	48,956
12,470	39,831
13,429	51,581
14,388	51,331
15,348	50,394
16,307	62,831
17,266	55,081
18,225	48,706
19,185	52,394
20,144	37,644
21,103	58,956
22,062	47,269
23,021	42,019
23,981	48,519
24,940	49,769
25,899	56,956
26,858	61,206
27,818	62,394
28,777	51,019
29,736	55,769
30,695	55,769
31,654	56,206
32,614	50,019
33,573	47,519
34,532	58,081
35,491	54,956
36,451	52,644
37,410	58,644
0,000	48,144
