0,000	0,000
0,480	1,060
0,960	1,067
1,440	1,053
1,920	1,014
2,400	0,954
2,879	1,138
3,359	1,052
3,839	1,018
4,319	0,977
4,799	1,019
5,279	1,087
5,759	1,068
6,239	0,967
6,719	1,087
7,199	1,019
7,678	1,036
8,158	1,031
8,638	1,104
9,118	1,057
9,598	1,085
10,078	1,038
10,558	1,079
11,038	1,002
11,518	1,113
11,998	1,096
12,477	1,127
12,957	1,069
13,437	0,990
13,917	1,061
14,397	1,119
14,877	1,126
15,357	1,072
15,837	1,186
16,317	1,040
16,797	1,068
17,276	1,054
17,756	0,992
18,236	1,151
18,716	1,046
19,196	1,119
19,676	1,045
20,156	1,076
20,636	1,055
21,116	1,106
21,596	1,002
22,075	1,043
22,555	1,016
23,035	1,033
23,515	1,055
23,995	1,091
24,475	1,066
24,955	1,065
25,435	1,018
25,915	1,122
26,395	1,076
26,875	1,063
27,354	1,032
27,834	1,095
28,314	1,027
28,794	0,970
29,274	1,126
29,754	1,110
30,234	1,007
30,714	1,095
31,194	1,152
31,674	1,033
32,153	0,988
32,633	1,049
