0,000	0,000
0,511	45,143
1,021	48,143
1,532	47,643
2,043	53,065
2,553	50,737
3,064	52,003
3,575	51,581
4,085	51,190
4,596	50,721
5,106	45,440
5,617	49,503
6,128	52,221
6,638	54,643
7,149	59,596
7,660	52,128
8,170	52,518
8,681	56,831
9,192	46,503
9,702	51,346
10,213	54,612
10,724	52,362
11,234	54,659
11,745	55,925
12,256	48,784
12,766	55,237
13,277	55,596
13,788	44,659
14,298	48,893
14,809	48,565
15,319	52,346
15,830	48,221
16,341	44,706
16,851	53,565
17,362	47,878
17,873	48,831
18,383	57,612
18,894	56,596
19,405	47,300
19,915	49,315
20,426	50,706
20,937	52,346
21,447	54,362
21,958	56,253
22,469	51,362
22,979	50,362
23,490	54,112
24,000	47,268
24,511	49,175
25,022	46,925
25,532	53,503
26,043	52,003
26,554	51,393
27,064	57,050
27,575	54,159
28,086	52,550
28,596	58,159
29,107	47,534
29,618	52,909
30,128	48,721
30,639	53,284
31,150	50,081
31,660	54,815
0,000	51,987
