0,000	0,000
0,338	1,088
0,676	1,046
1,014	1,054
1,352	1,047
1,690	1,058
2,028	1,080
2,366	0,990
2,704	1,031
3,042	1,000
3,380	1,021
3,717	1,058
4,055	1,021
4,393	1,050
4,731	1,009
5,069	0,960
5,407	0,941
5,745	0,893
6,083	1,067
6,421	1,101
6,759	1,068
7,097	1,037
7,435	0,994
7,773	1,092
8,111	1,007
8,449	1,062
8,787	1,055
9,125	0,992
9,463	1,041
9,801	1,112
10,139	1,066
10,477	1,029
10,815	1,097
11,152	1,064
11,490	1,061
11,828	1,060
12,166	1,055
12,504	1,048
12,842	0,977
13,180	1,136
13,518	1,171
13,856	1,089
14,194	1,058
14,532	1,046
14,870	1,045
15,208	1,090
15,546	1,147
15,884	1,050
16,222	1,033
16,560	1,032
16,898	1,180
17,236	1,031
17,574	1,004
17,912	1,082
18,250	1,097
18,587	1,050
18,925	1,044
19,263	1,112
19,601	1,095
19,939	1,077
20,277	1,065
20,615	1,052
20,953	0,984
21,291	1,068
21,629	1,062
21,967	0,992
22,305	1,018
22,643	1,040
22,981	1,166
23,319	0,993
23,657	1,090
23,995	1,052
24,333	1,043
24,671	1,003
25,009	1,054
25,347	1,021
25,684	1,048
26,022	1,084
26,360	1,136
26,698	0,980
27,036	1,068
27,374	0,999
27,712	1,119
28,050	0,996
28,388	1,044
28,726	1,098
29,064	1,027
29,402	1,060
29,740	1,087
